age,city,country,finalWorth,firstName,gender,industries,lastName,rank,source
52,Hong Kong,Hong Kong,7100,Qunfei,F,Technology,Zhou,336,smartphone screens
53,Changsha,China,7000,Weiming,M,Manufacturing,Deng,343,battery components
78,Madison,United States,7000,Judy,F,Technology,Faulkner,343,health IT
53,Beijing,China,7000,Robin,M,Technology,Li,343,internet search
71,London,United Kingdom,7000,Carrie,F,Energy,Perrodo,343,oil
83,London,United Kingdom,7000,David,M,Real Estate,Reuben,343,"investments, real estate"
80,Monaco,Monaco,7000,Simon,M,Diversified,Reuben,343,"real estate, investments"
64,Seoul,South Korea,7000,Jung-jin,M,Healthcare,Seo,343,biotech
55,Moscow,Russia,6900,Roman,M,Diversified,Abramovich,350,"steel, investments"
72,Bal Harbour,United States,6900,Micky,M,Service,Arison,350,Carnival Cruises
86,Los Angeles,United States,6900,Edythe ,F,Diversified,Broad,350,"homebuilding, insurance"
71,Taipei,Taiwan,6900,Terry,M,Technology,Gou,350,electronics
55,Weifang,China,6900,Bin,M,Technology,Jiang,350,acoustic components
67,Portola Valley,United States,6900,Vinod,M,Technology,Khosla,350,venture capital
82,New York,United States,6900,Ralph,M,Fashion & Retail,Lauren,350,apparel
64,Atherton,United States,6900,Douglas,M,Finance & Investments,Leone,350,venture capital
89,Rondonopolis,Brazil,6900,Lucia,F,Diversified,Maggi,350,agribusiness
77,Hong Kong,Hong Kong,6900,Horst Julius,M,Manufacturing,Pudwill,350,manufacturing
61,Lagos,Nigeria,6900,Abdulsamad,M,Diversified,Rabiu,350,"cement, sugar"
80,Adel,United States,6900,Harry,M,Food & Beverage,Stine,350,agriculture
87,Missoula,United States,6900,Dennis,M,Logistics,Washington,350,"construction, mining"
88,Ahmedabad,India,6800,Hasmukh,M,Healthcare,Chudgar,363,pharmaceuticals
68,New York,United States,6800,Stanley,M,Finance & Investments,Druckenmiller,363,hedge funds
52,New York,United States,6800,Jonathan,M,Finance & Investments,Gray,363,investments
48,Seoul,South Korea,6800,Hyuk-bin,M,Technology,Kwon,363,online games
91,Tel Aviv,Israel,6800,Frank,M,Real Estate,Lowy,363,shopping malls
67,Portage,United States,6800,Ronda,F,Healthcare,Stryker,363,medical equipment
61,,Mexico,6700,Alejandro,,Diversified,Bailleres Gual,369,mining
90,Kolkata,India,6700,Benu Gopal,M,Manufacturing,Bangur,369,cement
79,Cary,United States,6700,James,M,Technology,Goodnight,369,software
84,Lyon,France,6700,Alain,M,Healthcare,Merieux,369,pharmaceuticals
62,Manila,Philippines,6700,Enrique,M,Logistics,Razon Jr.,369,ports
59,Austin,United States,6700,Robert F.,M,Finance & Investments,Smith,369,private equity
39,San Francisco,United States,6600,Brian,M,Finance & Investments,Armstrong,375,cryptocurrency
58,Houston,United States,6600,Dannine,F,Energy,Avara,375,pipelines
58,Zermatt,Switzerland,6600,Patrick,M,Telecom,Drahi,375,telecom
39,Houston,United States,6600,Scott,M,Energy,Duncan,375,pipelines
52,Houston,United States,6600,Milane,F,Energy,Frantz,375,pipelines
60,Darien,United States,6600,Andreas,M,Finance & Investments,Halvorsen,375,hedge funds
73,Hong Kong,Hong Kong,6600,Kar Po,M,Real Estate,Law,375,real estate
79,Martigny,Switzerland,6600,Nicolas,M,Fashion & Retail,Puech,375,Hermes
73,Magnitogorsk,Russia,6600,Viktor,M,Manufacturing,Rashnikov,375,steel
55,Monaco,Monaco,6600,Dmitry,M,Manufacturing,Rybolovlev,375,fertilizer
60,Houston,United States,6600,Randa Duncan,F,Energy,Williams,375,pipelines
51,Wujiang,China,6500,Jianhua,M,Manufacturing,Chen,386,chemicals
65,London,United Kingdom,6500,John,M,Finance & Investments,Grayken,386,private equity
78,Dallas,United States,6500,Ray Lee,M,Energy,Hunt,386,"oil, real estate"
54,New York,United States,6500,Philippe,M,Finance & Investments,Laffont,386,hedge fund
62,Newport Coast,United States,6500,Henry,M,Technology,Nicholas,386,semiconductors
55,Berlin,Germany,6500,Axel,M,Food & Beverage,Oberwelland,386,candy
36,Sydney,Australia,6500,Cliff,M,Technology,Obrecht,386,software
52,Millburn,United States,6500,John,M,Finance & Investments,Overdeck,386,hedge funds
34,Sydney,Australia,6500,Melanie,F,Technology,Perkins,386,software
61,Jiaxing,China,6500,Hongliang,M,Manufacturing,Ruan,386,glass
60,Scarsdale,United States,6500,David,M,Finance & Investments,Siegel,386,hedge funds
40,Sao Paulo,Brazil,6500,David,M,Finance & Investments,Velez,386,fintech
75,Bruchsal,Germany,6400,Juergen,M,Manufacturing,Blickle,398,auto parts
52,Foshan,China,6400,Xue,F,Food & Beverage,Cheng,398,soy sauce
76,Redlands,United States,6400,Jack,M,Technology,Dangermond,398,mapping software
67,Chengdu,China,6400,Weiping,M,Manufacturing,Jiang,398,chemicals
60,Tokyo,Japan,6400,Takahisa,M,Fashion & Retail,Takahara,398,personal care goods
51,Miami Beach,United States,6300,Orlando,M,Finance & Investments,Bravo,403,private equity
76,Seoul,South Korea,6300,Ra-hee,F,Technology,Hong,403,Samsung
57,Boston,United States,6300,Edward,M,Finance & Investments,Johnson,403,money management
60,Yuxi,China,6300,Xiaohua,M,Manufacturing,Li,403,packaging
69,London,United Kingdom,6300,Sri Prakash,M,Manufacturing,Lohia,403,petrochemicals
57,Suzhou,China,6300,Hangen,M,Diversified,Miao,403,"textiles, petrochemicals"
33,Venice,United States,6300,Bobby,M,Technology,Murphy,403,Snapchat
58,Ningbo,China,6300,Jianshu,M,Automotive,Wu,403,auto parts
58,Mexico City,Mexico,6200,Maria Asuncion,F,Food & Beverage,Aramburuzabala,411,"beer, investments"
57,Medina,United States,6200,Melinda,F,Technology,French Gates,411,Microsoft
77,New York,United States,6200,Bruce,M,Finance & Investments,Kovner,411,hedge funds
53,Hanoi,Vietnam,6200,Nhat Vuong,M,Diversified,Pham,411,diversified
59,Kielce,Poland,6200,Michal,M,Finance & Investments,Solowow,411,investments
84,New York,United States,6200,Leonard,M,Real Estate,Stern,411,real estate
95,Tel Aviv,Israel,6200,Stef,M,Manufacturing,Wertheimer,411,metalworking tools
72,Saddle River,United States,6100,Rocco,M,Telecom,Commisso,418,telecom
45,San Francisco,United States,6100,Jack,M,Technology,Dorsey,418,"Twitter, Square"
58,Shenzhen,China,6100,Li,M,Finance & Investments,Lin,418,investments
77,San Anselmo,United States,6100,George,M,Media & Entertainment,Lucas,418,Star Wars
31,Los Angeles,United States,6100,Evan,M,Media & Entertainment,Spiegel,418,Snapchat
55,Beijing,China,6100,Yan,F,Diversified,Zhao,418,biotech
57,Beverly Hills,United States,6000,Tom,M,Finance & Investments,Gores,424,private equity
67,,Singapore,6000,Leo,M,Technology,Koguan,424,IT provider
59,Moscow,Russia,6000,Alexei,M,Energy,Kuzmichev,424,"oil, banking, telecom"
70,Stockholm,Sweden,6000,Fredrik,M,Real Estate,Lundberg,424,"real estate, investments"
74,Springfield,United States,6000,John,M,Fashion & Retail,Morris,424,sporting goods retail
60,Oslo,Norway,6000,Ivar,M,Real Estate,Tollefsen,424,real estate
0,Melbourne,Australia,6000,"John, Alan & Bruce",M,Fashion & Retail,Wilson,424,retailing
61,Millersville,United States,5900,Stephen,M,Sports,Bisciotti,431,"staffing, Baltimore Ravens"
80,Mumbai,India,5900,Mahendra,M,Manufacturing,Choksi,431,paints
58,Beijing,China,5900,Jun,F,Healthcare,Jian,431,biomedical products
72,Taipei,Taiwan,5900,Barry,M,Technology,Lam,431,electronics
67,San Francisco,United States,5900,Michael,M,Technology,Moritz,431,venture capital
92,Kuala Lumpur,Malaysia,5900,Hong Piow,M,Finance & Investments,Teh,431,banking
28,Nassau,Bahamas,5900,Gary,M,Finance & Investments,Wang,431,cryptocurrency exchange
53,Sao paulo,Brazil,5800,Andre,M,Finance & Investments,Esteves,438,banking
57,New York,United States,5800,Joshua,M,Finance & Investments,Harris,438,private equity
61,Mumbai,India,5800,Rakesh,M,Finance & Investments,Jhunjhunwala,438,investments
86,Sands Point,United States,5800,Ken,M,Finance & Investments,Langone,438,investments
57,Ulm,Germany,5800,Ludwig,M,Finance & Investments,Merckle,438,pharmaceuticals
53,La Coruna,Spain,5800,Sandra,F,Fashion & Retail,Ortega Mera,438,Zara
71,Boca Raton,United States,5800,Terrence,M,Energy,Pegula,438,natural gas
64,Branford,United States,5800,Karen,F,Finance & Investments,Pritzker,438,"hotels, investments"
65,Potomac,United States,5800,Mitchell,M,Manufacturing,Rales,438,"manufacturing, investments"
69,Passau,Germany,5800,Wolfgang,M,Fashion & Retail,Reimann,438,consumer goods
57,Munich,Germany,5800,Matthias,M,Fashion & Retail,Reimann-Andersen,438,consumer goods
58,Vienna,Austria,5800,Stefan,M,Fashion & Retail,Reimann-Andersen,438,consumer goods
70,Vienna,Austria,5800,Renate,F,Fashion & Retail,Reimann-Haas,438,consumer goods
58,Ningbo,China,5800,Liping,M,Manufacturing,Ruan,438,power strips
50,Ningbo,China,5800,Xueping,M,Manufacturing,Ruan,438,power strip
73,Medina,United States,5800,Charles,M,Technology,Simonyi,438,Microsoft
82,Atherton,United States,5800,John A.,M,Real Estate,Sobrato,438,real estate
70,St. Louis,United States,5800,David,M,Technology,Steward,438,IT provider
50,Crans Montana,Switzerland,5800,Radovan,M,Real Estate,Vitek,438,real estate
84,New Albany,United States,5800,Les,M,Fashion & Retail,Wexner,438,retail
70,Aurich,Germany,5800,Aloys,M,Energy,Wobben,438,wind turbines
80,Chicago,United States,5800,Sam,M,Real Estate,Zell,438,"real estate, private equity"
76,Gloucestershire,United Kingdom,5700,Anthony,M,Construction & Engineering,Bamford,460,construction equipment
74,Bruchsal,Germany,5700,Rainer,M,Manufacturing,Blickle,460,auto parts
75,Grand Cayman,Cayman Islands,5700,Clive,M,Media & Entertainment,Calder,460,record label
88,Amsterdam,Netherlands,5700,Frits,M,Service,Goldschmeding,460,temp agency
84,Kuala Lumpur,Malaysia,5700,Ananda,M,Telecom,Krishnan,460,"telecoms, media, oil-services"
65,Chicago,United States,5700,Joe,M,Finance & Investments,Mansueto,460,investment research
70,Trondheim,Norway,5700,Odd,M,Fashion & Retail,Reitan,460,"retail, real estate"
60,Los Angeles,United States,5700,Antony,M,Finance & Investments,Ressler,460,finance
54,Shanghai,China,5700,Xiao'ou,M,Technology,Tang,460,software
70,Hong Kong,Hong Kong,5700,Ping,M,Healthcare,Tse,460,pharmaceuticals
59,Los Altos Hills,United States,5700,Ken,M,Technology,Xie,460,cybersecurity
64,Houston,United States,5600,Tilman,M,Food & Beverage,Fertitta,471,"Houston Rockets, entertainment"
77,Jakarta,Indonesia,5600,Prajogo,M,Diversified,Pangestu,471,petrochemicals
83,Los Angeles,United States,5600,Edward,M,Real Estate,Roski,471,real estate
50,Tel Aviv,Israel,5600,Teddy,M,Gambling & Casinos,Sagi,471,gambling software
58,Basel,Switzerland,5600,Thomas,M,Healthcare,Straumann,471,dental implants
70,Irvine,United States,5600,David,M,Technology,Sun,471,computer hardware
80,Rolling Hills,United States,5600,John,M,Technology,Tu,471,computer hardware
76,Visbek,Germany,5600,Erich,M,Food & Beverage,Wesjohann,471,poultry genetics
58,Guangzhou,China,5600,Jinfu,M,Manufacturing,Xu,471,chemicals
63,Moscow,Russia,5500,Alexander,M,Metals & Mining,Abramov,480,"steel, mining"
84,Chicago,United States,5500,Neil,M,Real Estate,Bluhm,480,real estate
78,Malibu,United States,5500,Don,M,Finance & Investments,Hankey,480,auto loans
0,Singapore,Singapore,5500,,M,Real Estate,Kwee,480,Real Estate
49,New York,United States,5500,Jane,F,Fashion & Retail,Lauder,480,Estée Lauder
60,Rancho Santa Fe,United States,5500,Gwendolyn Sontheim,F,Food & Beverage,Meyer,480,Cargill
65,London,United Kingdom,5500,John,M,Manufacturing,Reece,480,chemicals
62,Beverly Hills,United States,5500,Eric,M,Fashion & Retail,Smidt,480,hardware stores
64,Moscow,Russia,5500,Viktor,M,Energy,Vekselberg,480,"metals, energy"
80,Saint Petersburg,United States,5500,Ronald,M,Manufacturing,Wanek,480,furniture
45,,Austria,5400,Rene,M,Real Estate,Benko,490,"real estate, retail"
87,Atlanta,United States,5400,John,M,Healthcare,Brown,490,medical equipment
46,Shenzhen,China,5400,Zhiping,M,Manufacturing,Chen,490,e-cigarettes
66,London,United Kingdom,5400,Andrew,M,Manufacturing,Currie,490,chemicals
78,Newton,United States,5400,Jim,M,Manufacturing,Davis,490,New Balance
95,Oyster Bay,United States,5400,Charles,M,Media & Entertainment,Dolan,490,cable television
80,Naples,United States,5400,Tom,M,Service,Golisano,490,payroll services
71,Hong Kong,Hong Kong,5400,Wing Mau,M,Real Estate,Hui,490,real estate
46,Prague,Czechia,5400,Daniel,M,Energy,Kretinsky,490,"energy, investments"
79,Fiesole (FI),Italy,5400,Massimiliana,F,Healthcare,Landini Aleotti,490,pharmaceuticals
85,Albany,Bahamas,5400,Joe,M,Finance & Investments,Lewis,490,investments
53,Fushun,China,5400,Chunan,M,Manufacturing,Li,490,renewable energy
58,Shenzhen,China,5400,Muqin,M,Food & Beverage,Lin,490,beverages
77,Kyoto,Japan,5400,Shigenobu,M,Manufacturing,Nagamori,490,motors
63,Vettre,Norway,5400,Kjell Inge,M,Logistics,Rokke,490,"shipping, seafood"
57,Beijing,China,5400,Wenjing,M,Technology,Wang,490,business software
38,Guangzhou,China,5400,Chris,M,Fashion & Retail,Xu,490,e-commerce
71,Taipei,Taiwan,5400,Samuel,M,Diversified,Yin,490,retail
66,Abu Dhabi,United Arab Emirates,5400,M.A.,M,Fashion & Retail,Yusuff Ali,490,retail
54,Stoke-on-Trent,United Kingdom,5300,Denise,F,Gambling & Casinos,Coates,509,online gambling
71,Dallas,United States,5300,Ken,M,Finance & Investments,Fisher,509,money management
80,Liestal,Switzerland,5300,Peter,M,Healthcare,Grogg,509,biochemicals
81,Walldorf,Germany,5300,Dietmar,M,Technology,Hopp,509,software
87,Bangkok,Thailand,5300,Sumet,M,Diversified,Jiaravanon,509,diversified
90,Ezulwini,Eswatini (Swaziland),5300,Nathan,M,Fashion & Retail,Kirsh,509,"retail, real estate"
44,Singapore,Singapore,5300,Forrest,M,Media & Entertainment,Li,509,gaming
76,Binningen,Switzerland,5300,Rudolf,M,Healthcare,Maag,509,medical devices
77,Atlanta,United States,5300,Gary,M,Service,Rollins,509,pest control
56,Mainz,Germany,5300,Ugur,M,Healthcare,Sahin,509,biotechnology
48,Isle of Man,United Kingdom,5300,Mark,M,Gambling & Casinos,Scheinberg,509,online gambling
59,Beijing,China,5300,Guojun,M,Fashion & Retail,Shen,509,retail
65,Vancouver,Canada,5300,Chip,M,Fashion & Retail,Wilson,509,Lululemon
51,Singapore,Singapore,5300,Yong,M,Food & Beverage,Zhang,509,restaurants
64,Palisades,United States,5200,James,M,Media & Entertainment,Chambers,523,"media, automotive"
61,Fuzhou,China,5200,Fashu,M,Finance & Investments,Chen,523,investments
92,Bangkok,Thailand,5200,Jaran,M,Diversified,Chiaravanont,523,diversified
67,Delhi,India,5200,Ravi,M,Food & Beverage,Jaipuria,523,"soft drinks, fast food"
60,Petaling Jaya,Malaysia,5200,Poh Keong,M,Manufacturing,Koon,523,aluminum
54,Xinyu,China,5200,Liangbin,M,Manufacturing,Li,523,lithium
53,Shanghai,China,5200,Feng,M,Manufacturing,Liang,523,manufacturing
80,Heidelberg,Germany,5200,Wolfgang,M,Healthcare,Marguerre,523,pharmaceuticals
77,East Hampton,United States,5200,Katharine,F,Media & Entertainment,Rayner,523,"media, automotive"
62,Lima,Peru,5200,Carlos,M,Finance & Investments,Rodriguez-Pastor,523,finance
79,Southampton,United States,5200,Margaretta,F,Media & Entertainment,Taylor,523,"media, automotive"
64,Wenzhou,China,5200,Xiaoping,M,Manufacturing,You,523,"chemicals, spandex"
52,Santa Clara,United States,5200,Eric,M,Technology,Yuan,523,Zoom Video Communications
74,Fort Worth,United States,5100,Robert,M,Energy,Bass,536,"oil, investments"
55,Greenwich,United States,5100,Alexandre,M,Finance & Investments,Behring,536,investments
81,Beijing,China,5100,Laiwa,F,Real Estate,Chan,536,real estate
67,Palm Beach,United States,5100,Jeff,M,Real Estate,Greene,536,"real estate, investments"
91,Bangkok,Thailand,5100,Montri,M,Diversified,Jiaravanont,536,diversified
89,Palm Beach,United States,5100,Charles B.,M,Finance & Investments,Johnson,536,money management
58,Boston,United States,5100,Elizabeth,F,Finance & Investments,Johnson,536,money management
54,Shenzhen,China,5100,Bin,M,Technology,Lin,536,smartphones
57,Tokyo,Japan,5100,Hiroshi,M,Fashion & Retail,Mikitani,536,online retail
79,Palm Beach,United States,5100,Isaac,M,Media & Entertainment,Perlmutter,536,Marvel comics
76,Lucerne,Switzerland,5100,Michael,M,Manufacturing,Pieper,536,kitchen appliances
78,Algiers,Algeria,5100,Issad,M,Food & Beverage,Rebrab,536,food
69,Taipei,Taiwan,5100,Hong-tu,M,Finance & Investments,Tsai,536,finance
64,Taipei,Taiwan,5100,Richard,M,Finance & Investments,Tsai,536,finance
73,Ningbo,China,5100,Junshi,M,Manufacturing,Wang,536,solar inverters
55,Wuxi,China,5100,Yanqing,M,Manufacturing,Wang,536,electrical equipment
64,Tel Aviv,Israel,5000,Shari,F,Service,Arison,552,Carnival Cruises
73,Montreal,Canada,5000,Alain,M,Fashion & Retail,Bouchard,552,convinience stores
71,Livingston,United States,5000,Austen,M,Food & Beverage,Cargill,552,Cargill
72,Birchwood,United States,5000,James,M,Food & Beverage,Cargill,552,Cargill
47,Atlanta,United States,5000,Ben,M,Technology,Chestnut,552,email marketing
48,Beijing,China,5000,Wei,M,Manufacturing,Fang,552,steel
66,Moscow,Russia,5000,Leonid,M,Energy,Fedun,552,oil
75,Vienna,Austria,5000,Johann,M,Gambling & Casinos,Graf,552,gambling
63,Shenzhen,China,5000,Chulong,M,Real Estate,Huang,552,real estate
60,Beijing,China,5000,Yi,M,Automotive,Huang,552,car dealerships
61,Almaty,Kazakhstan,5000,Vladimir,M,Metals & Mining,Kim,552,mining
50,Atlanta,United States,5000,Dan,M,Technology,Kurzius,552,email marketing
78,New York,United States,5000,Ronald,M,Fashion & Retail,Lauder,552,Estee Lauder
68,Bozeman,United States,5000,Marianne,F,Food & Beverage,Liebmann,552,Cargill
41,Ottawa,Canada,5000,Tobi,M,Technology,Lutke,552,e-commerce
71,Chicago,United States,5000,Thomas,M,Finance & Investments,Pritzker,552,"hotels, investments"
44,New York,United States,5000,Scott,M,Finance & Investments,Shleifer,552,private equity
83,Midland,United States,5000,Autry,M,Energy,Stephens,552,oil
54,Los Angeles,United States,5000,Peter,M,Finance & Investments,Thiel,552,"Facebook, investments"
72,Taipei,Taiwan,5000,Cheng-ta,M,Finance & Investments,Tsai,552,finance
0,Battenberg,Germany,5000,Maximilian,M,Manufacturing,Viessmann,552,"heating, cooling equipment"
87,Wilson,United States,5000,Hansjoerg,M,Healthcare,Wyss,552,medical devices
57,Beijing,China,5000,Yongming,M,Diversified,Xiao,552,fertilizer
49,Beijing,China,5000,Tao,M,Fashion & Retail,Zhang,552,e-commerce
50,New York,United States,5000,Daniel,M,Finance & Investments,Ziff,552,investments
58,North Palm Beach,United States,5000,Dirk,M,Finance & Investments,Ziff,552,investments
55,New York,United States,5000,Robert,M,Finance & Investments,Ziff,552,investments
0,Delhi,India,4900,Kapil & Rahul,M,Service,Bhatia,579,airlines
42,Bloomfield Hills,United States,4900,Mat,M,Finance & Investments,Ishbia,579,mortgage lender
81,Islamorada,United States,4900,Robert,M,Food & Beverage,Rich,579,frozen foods
